x,y
12.3209357495,45.5809267176
12.3209357495,45.60269984195714
12.3209357495,45.624472966314286
12.3209357495,45.646246090671426
12.3209357495,45.66801921502857
12.3209357495,45.68979233938571
12.3209357495,45.71156546374286
12.3209357495,45.7333385881
12.3209357495,45.75511171245714
12.3209357495,45.77688483681428
12.3209357495,45.79865796117143
12.3209357495,45.82043108552857
12.3209357495,45.842204209885715
12.3209357495,45.863977334242854
12.3209357495,45.8857504586
12.3209357495,45.90752358295714
12.3209357495,45.929296707314286
12.3209357495,45.951069831671425
12.3209357495,45.97284295602857
12.3209357495,45.99461608038571
12.3209357495,46.01638920474286
12.3209357495,46.0381623291
12.3209357495,46.05993545345714
12.3209357495,46.08170857781428
12.3209357495,46.10348170217143
12.3209357495,46.12525482652857
12.3209357495,46.147027950885715
12.3209357495,46.168801075242854
12.3209357495,46.1905741996
12.3209357495,46.21234732395714
12.3209357495,46.234120448314286
12.3209357495,46.255893572671425
12.3209357495,46.27766669702857
12.3209357495,46.29943982138571
12.3209357495,46.32121294574286
12.3209357495,46.3429860701
12.3209357495,46.36475919445714
12.3209357495,46.38653231881428
12.3209357495,46.40830544317143
12.3209357495,46.43007856752857
12.3209357495,46.451851691885715
12.3209357495,46.473624816242854
12.3209357495,46.4953979406
12.3209357495,46.51717106495714
12.3209357495,46.538944189314286
12.3209357495,46.560717313671425
12.3209357495,46.58249043802857
12.3209357495,46.60426356238571
12.3209357495,46.62603668674285
12.3209357495,46.6478098111
12.353546307606123,45.5809267176
12.353546307606123,45.60269984195714
12.353546307606123,45.624472966314286
12.353546307606123,45.646246090671426
12.353546307606123,45.66801921502857
12.353546307606123,45.68979233938571
12.353546307606123,45.71156546374286
12.353546307606123,45.7333385881
12.353546307606123,45.75511171245714
12.353546307606123,45.77688483681428
12.353546307606123,45.79865796117143
12.353546307606123,45.82043108552857
12.353546307606123,45.842204209885715
12.353546307606123,45.863977334242854
12.353546307606123,45.8857504586
12.353546307606123,45.90752358295714
12.353546307606123,45.929296707314286
12.353546307606123,45.951069831671425
12.353546307606123,45.97284295602857
12.353546307606123,45.99461608038571
12.353546307606123,46.01638920474286
12.353546307606123,46.0381623291
12.353546307606123,46.05993545345714
12.353546307606123,46.08170857781428
12.353546307606123,46.10348170217143
12.353546307606123,46.12525482652857
12.353546307606123,46.147027950885715
12.353546307606123,46.168801075242854
12.353546307606123,46.1905741996
12.353546307606123,46.21234732395714
12.353546307606123,46.234120448314286
12.353546307606123,46.255893572671425
12.353546307606123,46.27766669702857
12.353546307606123,46.29943982138571
12.353546307606123,46.32121294574286
12.353546307606123,46.3429860701
12.353546307606123,46.36475919445714
12.353546307606123,46.38653231881428
12.353546307606123,46.40830544317143
12.353546307606123,46.43007856752857
12.353546307606123,46.451851691885715
12.353546307606123,46.473624816242854
12.353546307606123,46.4953979406
12.353546307606123,46.51717106495714
12.353546307606123,46.538944189314286
12.353546307606123,46.560717313671425
12.353546307606123,46.58249043802857
12.353546307606123,46.60426356238571
12.353546307606123,46.62603668674285
12.353546307606123,46.6478098111
12.386156865712245,45.5809267176
12.386156865712245,45.60269984195714
12.386156865712245,45.624472966314286
12.386156865712245,45.646246090671426
12.386156865712245,45.66801921502857
12.386156865712245,45.68979233938571
12.386156865712245,45.71156546374286
12.386156865712245,45.7333385881
12.386156865712245,45.75511171245714
12.386156865712245,45.77688483681428
12.386156865712245,45.79865796117143
12.386156865712245,45.82043108552857
12.386156865712245,45.842204209885715
12.386156865712245,45.863977334242854
12.386156865712245,45.8857504586
12.386156865712245,45.90752358295714
12.386156865712245,45.929296707314286
12.386156865712245,45.951069831671425
12.386156865712245,45.97284295602857
12.386156865712245,45.99461608038571
12.386156865712245,46.01638920474286
12.386156865712245,46.0381623291
12.386156865712245,46.05993545345714
12.386156865712245,46.08170857781428
12.386156865712245,46.10348170217143
12.386156865712245,46.12525482652857
12.386156865712245,46.147027950885715
12.386156865712245,46.168801075242854
