x,y,z
7.392,44.657,-4
7.402,45.076,0
7.557,45.098,-1
7.617,45.036,-4
7.634,45.137,-18
7.641,45.025,9
7.646,45.075,7
7.649,45.076,0
7.657,45.073,1
7.665,45.069,10
7.668,45.035,8
7.669,45.087,4
7.671,45.055,3
7.672,45.063,-1
7.676,44.651,-1
7.68,44.998,2
7.69,45.066,-2
7.693,45.076,-3
7.693,45.077,3
7.696,45.056,-1
7.703,45.104,0
7.732,45.122,0
7.787,45.186,0
7.873,45.46,0
8.028,44.657,-1
8.037,44.692,8
8.055,45.561,2
8.136,45.686,-2
8.402,45.324,1
8.429,45.922,0
8.489,45.756,-2
8.561,40.733,3
8.572,45.935,0
8.622,45.448,1
8.624,45.445,10
8.638,45.712,-1
8.64,44.636,0
8.645,45.012,-1
8.65,45.465,1
8.665,45.822,9
8.699,45.476,0
8.792,45.662,-1
8.799,45.657,-2
8.825,45.821,0
8.827,45.82,-1
8.839,45.638,6
8.861,45.313,-18
8.865,45.759,-1
8.869,44.497,-1
8.88,44.421,0
8.883,44.411,-5
8.898,44.408,-1
8.9,44.408,1
8.91,45.48,1
8.916,45.597,2
8.933,44.4,0
8.937,44.4,1
8.937,44.408,3
8.937,44.409,0
8.942,44.405,-1
8.943,44.403,2
8.945,44.404,0
8.949,44.397,-2
8.954,45.544,1
8.957,45.501,0
8.961,44.435,8
8.968,45.542,0
8.995,44.397,0
9.005,45.597,3
9.016,45.618,2
9.026,45.326,1
9.043,45.574,6
9.044,45.577,-1
9.054,45.563,-3
9.06,45.767,-1
9.065,45.463,0
9.074,45.779,-10
9.076,45.507,-1
9.085,45.785,15
9.088,45.802,2
9.091,45.51,-3
9.092,45.512,-2
9.093,45.413,0
9.094,45.337,3
9.097,45.408,3
9.097,45.411,10
9.099,45.805,-1
9.104,45.476,15
9.107,45.498,-1
9.115,45.52,-1
9.116,45.447,6
9.12,39.214,-2
9.12,45.444,-3
9.124,45.406,0
9.127,45.49,-1
9.137,45.459,1
9.138,45.501,-12
9.139,45.449,1
9.145,45.696,-1
9.145,45.794,1
9.148,45.444,0
9.149,45.402,0
9.15,45.48,6
9.151,45.398,13
9.151,45.48,-1
9.152,45.486,0
9.152,45.487,54
9.154,45.411,-2
9.155,45.472,-3
9.155,45.487,1
9.157,45.478,-16
9.159,45.473,1
9.162,45.442,1
9.163,45.466,-1
9.164,45.491,-1
9.165,45.466,0
9.165,45.481,-5
9.165,45.602,2
9.166,45.453,-2
9.166,45.465,1
9.166,45.603,0
9.167,45.438,6
9.167,45.471,0
9.168,45.466,1
9.168,45.487,-1
9.169,45.462,-1
9.169,45.497,0
9.171,45.434,7
9.171,45.468,2
9.172,45.46,31
9.173,45.459,0
9.174,45.451,1
9.174,45.468,-1
9.174,45.477,-1
9.174,45.511,-8
9.175,45.463,5
9.176,45.461,-1
9.176,45.485,-72
9.178,45.467,-2
9.179,45.465,-12
9.179,45.467,1
9.18,45.483,-1
9.181,45.468,4
9.182,45.464,0
9.182,45.465,0
9.182,45.479,-1
9.182,45.49,2
9.183,45.463,1
9.183,45.466,-9
9.183,45.467,0
9.183,45.468,7
9.183,45.484,-5
9.183,45.496,2
9.184,45.478,-1
9.185,45.437,-2
9.185,45.445,3
9.185,45.459,10
9.185,45.465,-34
9.186,45.459,1
9.186,45.473,1
9.186,45.482,2
9.187,45.452,5
9.187,45.455,4
9.187,45.458,-1
9.187,45.464,-1
9.187,45.488,1
9.188,45.435,4
9.189,45.456,0
9.189,45.459,0
9.189,45.46,3
9.189,45.461,-1
9.189,45.467,0
9.189,45.481,-70
9.189,45.533,1
9.19,45.46,-5
9.19,45.483,-15
9.19,45.486,-4
9.191,45.471,1
9.191,45.473,-1
9.191,45.475,0
9.192,45.466,0
9.192,45.468,-1
9.192,45.472,1
9.192,45.481,-2
9.193,45.465,1
9.193,45.467,0
9.193,45.471,1
9.193,45.479,1
9.194,45.467,-2
9.194,45.471,-5
9.194,45.487,1
9.195,45.448,0
9.195,45.464,73
9.195,45.465,-1
9.195,45.47,-1
9.195,45.473,-2
9.195,45.475,14
9.195,45.477,-3
9.195,45.488,-1
9.196,45.476,0
9.196,45.479,-1
9.196,45.656,1
9.197,45.434,-7
9.197,45.463,-2
9.197,45.471,2
9.197,45.477,3
9.197,45.484,8
9.198,45.321,8
9.198,45.465,2
9.198,45.466,-1
9.198,45.485,0
9.199,45.464,1
9.2,45.462,1
9.2,45.464,-1
9.2,45.465,-1
9.201,45.47,2
9.201,45.481,93
9.201,45.482,1
9.201,45.483,0
9.201,45.484,-6
9.202,45.483,0
9.202,45.487,-1
9.202,45.488,-1
9.203,45.453,1
9.203,45.487,-1
9.204,45.456,3
9.204,45.46,3
9.204,45.471,2
9.205,45.443,-1
9.205,45.469,1
9.205,45.483,6
9.205,45.493,1
9.206,45.476,0
9.207,45.472,4
9.208,45.444,2
9.208,45.464,-2
9.208,45.485,10
9.209,45.437,0
9.21,45.437,1
9.21,45.452,2
9.21,45.453,1
9.21,45.469,-30
9.211,45.448,19
9.211,45.523,1
9.214,45.479,1
9.214,45.481,-1
9.214,45.484,28
9.217,45.628,18
9.218,45.517,0
9.218,45.536,-6
9.223,45.558,17
9.224,45.687,-8
9.226,45.665,1
9.229,45.499,3
9.229,45.605,-11
9.232,45.521,-1
9.235,45.49,1
9.238,45.506,0
9.242,45.462,-18
9.242,45.55,-7
9.244,45.459,-1
9.244,45.551,25
9.245,45.592,0
9.246,45.47,-1
9.249,45.448,0
9.249,45.486,5
9.258,45.529,4
9.258,45.608,0
9.261,45.424,0
9.262,45.585,0
9.262,45.75,-1
9.271,45.431,5
9.271,45.587,-1
9.274,45.584,12
9.274,45.656,-3
9.286,45.434,1
9.286,45.525,2
9.289,45.426,2
9.292,45.463,-1
9.293,45.564,2
9.318,45.443,-1
9.322,45.558,1
9.325,45.514,-2
9.326,45.513,-4
9.326,45.567,-1
9.327,45.523,0
9.345,45.52,2
9.346,45.519,-2
9.348,45.518,3
9.349,44.338,5
9.352,45.434,8
9.373,46.138,0
9.382,45.522,0
9.394,45.848,-1
9.426,45.507,0
9.452,45.513,-1
9.469,45.323,-1
9.501,45.314,-1
9.503,45.243,-4
9.527,45.666,12
9.556,45.663,4
9.575,45.595,2
9.59,45.706,-1
9.597,45.646,9
9.623,45.685,-1
9.634,45.537,2
9.662,45.683,1
9.663,45.693,-2
9.664,45.681,1
9.668,45.693,0
9.671,45.696,-3
9.692,45.054,-2
9.714,45.698,1
9.739,45.699,4
9.787,45.595,0
9.812,45.762,12
9.829,44.797,1
9.832,45.812,0
9.862,45.633,0
9.898,45.595,1
9.965,45.553,-2
10.017,45.802,-2
10.02,45.137,0
10.08,44.861,3
10.106,44.913,20
10.122,44.598,1
10.164,45.513,0
10.188,45.538,-2
10.196,45.526,0
10.198,45.51,0
10.202,45.649,5
10.209,45.525,2
10.214,45.525,1
10.216,45.52,-2
10.219,44.746,2
10.22,45.527,0
10.224,44.663,-2
10.229,45.453,8
10.23,43.994,-1
10.26,44.603,8
10.263,43.868,2
10.272,44.628,1
10.312,43.567,-3
10.315,43.569,5
10.321,44.803,1
10.324,44.803,-1
10.326,44.797,-1
10.349,46.168,2
10.354,43.592,1
10.371,45.314,-3
10.375,44.825,-15
10.382,44.789,1
10.389,43.728,-2
10.392,43.78,3
10.431,44.982,1
10.436,44.986,-2
10.486,45.388,1
10.497,44.936,2
10.507,44.671,1
10.516,45.444,0
10.52,45.585,1
10.522,45.321,0
10.548,43.669,2
10.554,44.717,1
10.578,45.203,3
10.603,45.347,1
10.614,43.815,-2
10.623,44.706,1
10.632,44.704,-1
10.634,44.732,0
10.639,43.664,-2
10.648,45.147,-1
10.65,44.723,21
10.749,45.522,2
10.772,43.882,1
10.772,44.643,0
10.772,45.13,0
10.772,45.553,1
10.778,43.717,0
10.803,45.511,1
10.807,45.764,1
10.828,44.532,0
10.843,45.889,0
10.845,45.393,2
10.848,44.684,2
10.85,44.783,0
10.854,44.788,-1
10.863,44.599,3
10.869,44.78,1
10.874,44.793,-1
10.89,44.779,2
10.9,45.392,1
10.907,43.707,0
10.913,44.658,0
10.918,44.638,-1
10.927,44.646,2
10.939,45.446,4
10.942,44.629,8
10.948,43.718,0
10.955,44.527,-5
10.956,44.592,0
10.966,45.464,9
10.967,45.4,2
10.968,45.405,-2
10.971,45.409,4
10.991,45.439,-2
10.993,43.911,1
10.993,45.427,-2
11.005,45.763,0
11.019,45.485,58
11.032,43.944,2
11.041,45.889,0
11.043,45.906,0
11.081,46.674,3
11.085,44.512,1
11.094,45.423,33
11.095,46.123,2
11.099,46.135,1
11.116,46.061,1
11.122,46.075,-1
11.122,46.082,-2
11.127,46.037,-9
11.127,46.072,9
11.129,45.048,10
11.132,46.032,5
11.139,45.412,1
11.148,43.472,-1
11.148,43.48,1
11.148,45.414,0
11.154,43.846,1
11.156,46.675,1
11.159,43.769,-6
11.166,43.796,0
11.175,43.812,0
11.177,43.807,-1
11.191,43.802,11
11.2,46.596,0
11.205,43.798,7
11.213,45.387,-2
11.236,45.518,-1
11.237,44.502,-4
11.248,43.768,10
11.268,44.521,-2
11.271,43.779,1
11.271,44.533,1
11.277,46.326,-1
11.278,43.774,0
11.278,43.784,4
11.284,44.511,-6
11.285,44.637,1
11.285,45.359,48
11.289,43.759,0
11.3,44.508,0
11.3,45.529,-1
11.308,45.192,0
11.31,46.354,1
11.316,46.375,0
11.316,46.376,3
11.322,46.47,75
11.323,46.473,0
11.324,46.474,9
11.325,46.47,-1
11.325,46.479,-2
11.326,46.47,0
11.327,46.477,2
11.33,46.47,4
11.331,43.321,-4
11.332,46.472,-3
11.333,46.472,-1
11.337,44.496,-14
11.338,44.492,1
11.338,44.5,3
11.339,44.504,2
11.339,46.487,0
11.348,44.504,4
11.349,46.499,16
11.351,46.498,0
11.355,44.502,-2
11.355,45.33,0
11.355,46.499,-5
11.356,46.497,1
11.358,44.568,0
11.358,44.569,0
11.359,44.514,-4
11.359,44.534,35
11.359,46.495,-2
11.362,46.501,-4
11.375,46.493,5
11.379,44.583,0
11.379,44.585,0
11.389,45.719,1
11.39,45.389,1
11.398,44.549,5
11.401,44.514,-1
11.405,44.701,-1
11.428,44.463,2
11.437,44.501,-1
11.437,45.502,-1
11.444,46.049,4
11.445,45.747,0
11.446,45.738,1
11.465,45.52,-22
11.484,45.692,1
11.487,45.52,-3
11.488,44.625,1
11.501,45.526,-14
11.507,45.534,1
11.509,45.362,-2
11.509,45.509,2
11.51,45.511,1
11.511,45.539,-2
11.512,45.532,0
11.527,44.524,-3
11.531,45.55,0
11.534,45.532,2
11.543,45.547,2
11.543,45.555,2
11.544,45.551,-1
11.546,45.548,-1
11.547,45.567,102
11.549,45.55,2
11.55,45.542,-1
11.555,45.601,3
11.559,45.535,1
11.561,45.401,9
11.568,45.637,10
11.57,44.587,1
11.589,45.526,0
11.594,45.524,0
11.594,45.525,0
11.595,44.406,-1
11.595,45.529,0
11.597,44.811,1
11.604,44.903,2
11.607,45.517,-1
11.621,44.836,1
11.622,45.513,1
11.653,45.733,-2
11.656,45.731,1
11.657,44.103,2
11.657,45.747,0
11.671,45.488,0
11.671,45.613,3
11.676,45.22,0
11.678,43.077,1
11.703,45.683,1
11.711,45.484,1
11.725,45.688,1
11.733,44.382,0
11.733,45.764,1
11.733,45.768,1
11.734,45.45,-2
11.734,45.766,2
11.734,45.769,1
11.735,45.767,-1
11.758,45.796,0
11.776,45.762,0
11.779,45.733,1
11.783,45.282,9
11.783,45.649,1
11.784,45.078,2
11.786,45.336,3
11.788,45.257,-1
11.789,45.661,0
11.794,45.375,4
11.798,45.386,0
11.801,45.605,0
11.801,45.665,0
11.802,45.422,5
11.814,44.703,-4
11.821,45.291,0
11.827,45.418,1
11.831,45.532,1
11.833,45.344,0
11.836,45.665,2
11.844,45.464,1
11.85,45.37,2
11.854,45.465,3
11.857,45.78,-1
11.86,44.535,1
11.864,45.397,16
11.87,43.453,-1
11.871,45.393,0
11.873,45.535,4
11.876,45.407,1
11.876,45.421,1
11.878,45.416,1
11.879,45.849,-1
11.88,45.415,0
11.881,45.415,0
11.883,44.49,7
11.884,45.626,-5
11.886,45.413,0
11.887,45.413,0
11.899,45.473,1
11.901,45.582,-9
11.902,45.411,1
11.904,45.405,-1
11.907,45.502,-16
11.909,45.486,0
11.915,45.413,1
11.916,45.502,1
11.918,45.411,-3
11.925,45.711,1
11.926,45.388,1
11.926,45.408,-5
11.926,45.785,1
11.927,45.404,1
11.927,46.802,8
11.93,45.395,1
11.93,46.794,5
11.931,45.389,1
11.932,45.396,1
11.934,45.408,4
11.936,45.568,0
11.941,45.344,0
11.944,45.39,1
11.944,45.672,-2
11.949,45.568,1
11.95,45.374,1
11.95,45.377,-1
11.954,45.399,1
11.955,45.355,1
11.955,45.534,1
11.956,45.396,-1
11.956,45.63,-3
11.957,45.351,-1
11.959,45.435,0
11.98,45.521,-1
11.981,45.421,1
11.998,45.403,5
11.999,45.311,-3
12.007,45.47,-3
12.016,45.819,-1
12.03,45.42,-1
12.031,45.299,2
12.034,45.508,0
12.035,45.556,0
12.037,45.819,-1
12.042,45.775,2
12.046,45.875,16
12.047,45.331,-1
12.052,45.702,7
12.054,45.685,2
12.054,45.787,-2
12.06,45.779,-3
12.066,45.444,0
12.071,45.338,-3
12.072,45.549,1
12.072,45.553,11
12.077,45.448,4
12.085,45.505,1
12.096,46.109,1
12.108,45.493,0
12.108,45.57,3
12.109,45.493,1
12.116,45.495,-1
12.124,45.683,1
12.127,45.778,-2
12.135,44.416,1
12.135,45.494,0
12.139,45.429,1
12.149,45.521,-2
12.158,45.888,1
12.165,45.645,1
12.169,45.862,10
12.173,45.423,0
12.193,45.692,1
12.193,45.902,0
12.2,45.654,-1
12.205,45.731,-2
12.206,45.68,-1
12.217,45.709,2
12.219,45.661,-2
12.221,45.55,-2
12.223,45.462,1
12.225,45.475,3
12.229,46.266,-1
12.23,45.469,2
12.23,45.668,1
12.231,45.663,1
12.232,45.471,2
12.232,45.48,11
12.232,45.514,10
12.233,46.16,2
12.234,45.479,-1
12.234,45.512,16
12.234,45.554,-5
12.235,45.511,-5
12.236,45.503,0
12.237,45.468,1
12.24,45.469,-2
12.24,45.68,2
12.24,45.681,-1
12.241,45.637,-1
12.241,45.681,0
12.241,45.682,2
12.242,45.655,-2
12.242,45.661,0
12.243,45.667,4
12.243,46.165,1
12.244,45.075,15
12.244,45.688,4
12.245,45.664,3
12.245,45.687,1
12.246,45.733,3
12.247,45.534,-11
12.247,45.662,-1
12.247,45.725,1
12.249,45.488,0
12.249,45.665,-4
12.25,45.668,-1
12.25,45.691,-3
12.254,45.821,-6
12.254,45.824,3
12.255,45.723,2
12.256,45.699,1
12.257,45.674,-1
12.258,45.666,-1
12.258,45.858,1
12.26,45.61,1
12.26,45.731,-33
12.263,45.619,1
12.264,45.84,-1
12.265,41.736,0
12.266,45.78,0
12.272,45.516,-1
12.272,45.666,-7
12.272,45.87,1
12.274,46.006,1
12.284,45.485,1
12.287,45.887,0
12.288,45.656,1
12.288,45.875,1
12.293,45.661,1
12.294,41.728,0
12.294,45.662,0
12.295,45.875,1
12.295,45.877,4
12.296,45.654,2
12.297,45.641,1
12.297,45.869,1
12.298,45.885,0
12.298,45.892,0
12.299,45.557,0
12.299,45.886,-2
12.299,45.887,0
12.3,45.543,1
12.3,45.991,-1
12.301,45.884,-5
12.302,45.565,-1
12.305,45.441,0
12.309,45.551,-1
12.309,45.973,4
12.31,45.879,0
12.311,45.652,-1
12.313,45.759,0
12.316,45.883,-1
12.317,45.553,9
12.318,45.885,-1
12.322,45.44,0
12.323,45.605,1
12.325,45.898,1
12.332,45.72,0
12.333,41.811,-2
12.335,45.899,2
12.336,45.436,3
12.338,45.676,0
12.338,45.867,0
12.338,45.897,-1
12.339,45.909,1
12.342,45.842,0
12.343,45.888,-1
12.344,46.27,-1
12.345,45.88,-1
12.346,45.809,-2
12.351,45.937,-8
12.354,45.44,-1
12.357,46.121,-7
12.36,46.373,0
12.364,45.58,2
12.368,43.119,0
12.369,46.434,-2
12.373,45.937,0
12.373,46.279,-104
12.375,45.416,4
12.376,45.866,0
12.377,45.869,1
12.378,45.866,-1
12.38,41.891,-1
12.382,45.426,-1
12.385,45.927,11
12.387,41.915,1
12.389,45.854,4
12.39,45.784,1
12.391,45.928,10
12.392,45.788,-1
12.395,45.728,0
12.405,45.944,-2
12.408,41.87,-1
12.416,45.487,0
12.422,41.872,-1
12.423,45.66,5
12.426,41.902,2
12.429,45.958,2
12.431,45.969,4
12.432,45.964,4
12.433,41.831,4
12.434,45.867,1
12.434,45.964,1
12.435,45.962,-1
12.436,45.969,4
12.438,45.973,4
12.438,46.288,-104
12.439,45.964,2
12.439,46.289,3
12.442,41.896,-1
12.443,45.95,-3
12.446,45.943,0
12.447,41.942,20
12.447,45.947,-1
12.447,45.969,-2
12.447,45.975,-1
12.448,45.968,-122
12.448,45.969,5
12.451,45.961,10
12.451,45.969,0
12.454,45.872,-1
12.455,41.914,-62
12.455,41.92,0
12.456,41.916,0
12.456,41.917,-2
12.456,46.273,-2
12.457,41.819,-1
12.457,41.909,-2
12.457,45.945,1
12.458,41.82,0
12.458,45.944,1
12.458,45.945,1
12.459,41.931,1
12.459,45.945,5
12.459,45.946,4
12.46,45.944,1
12.46,45.946,1
12.461,44.065,-1
12.461,45.943,0
12.461,45.973,1
12.461,45.995,1
12.462,45.944,-6
12.462,45.945,4
12.462,45.949,8
12.463,41.827,-1
12.463,45.994,-104
12.464,41.832,2
12.464,41.833,-60
12.464,41.905,3
12.465,41.815,0
12.465,45.942,-1
12.465,45.945,-58
12.465,45.973,14
12.465,45.974,4
12.465,45.977,4
12.466,41.918,3
12.466,41.946,55
12.467,41.865,-1
12.467,45.943,3
12.467,45.997,-1
12.468,41.831,-105
12.468,41.889,1
12.468,41.914,-1
12.468,44.065,0
12.468,45.943,7
12.468,45.945,2
12.469,41.919,21
12.469,45.944,-1
12.469,45.945,2
12.469,45.946,-1
12.469,45.999,0
12.47,41.823,-2
12.47,45.943,0
12.471,45.735,-1
12.471,45.835,-1
12.471,45.943,1
12.471,45.944,2
12.471,45.945,0
12.471,45.947,18
12.472,41.909,1
12.472,45.945,1
12.472,45.974,0
12.472,45.982,1
12.473,45.944,1
12.474,41.914,0
12.475,45.947,1
12.476,45.947,1
12.476,45.984,7
12.477,45.983,3
12.477,45.984,-2
12.478,41.909,2
12.478,45.949,0
12.479,41.928,1
12.479,45.937,-1
12.479,45.95,-1
12.48,45.936,1
12.481,45.949,4
12.481,45.95,2
12.483,41.827,-2
12.483,41.927,-4
12.483,45.752,10
12.484,45.95,39
12.484,45.951,1
12.485,41.842,0
12.485,45.949,2
12.485,45.973,0
12.485,45.974,-2
12.485,46.266,3
12.486,45.969,-2
12.486,45.973,-1
12.486,45.974,12
12.487,41.844,1
12.487,41.904,3
12.487,45.951,0
12.488,41.897,-3
12.488,41.908,-3
12.489,41.838,-6
12.491,41.904,0
12.491,45.953,-2
12.491,45.964,4
12.493,42.145,7
12.493,45.788,1
12.493,45.942,2
12.493,45.953,-1
12.493,45.955,0
12.494,45.953,0
12.494,45.954,-56
12.494,45.955,-2
12.495,45.78,-1
12.495,45.891,7
12.495,45.955,2
12.495,45.956,-3
12.496,45.947,-6
12.496,45.953,-2
12.496,45.954,-7
12.496,45.956,10
12.497,41.675,8
12.497,41.908,-3
12.497,45.801,2
12.497,45.953,33
12.497,46.037,-58
12.497,46.04,-1
12.497,46.13,3
12.498,45.949,-20
12.498,45.954,1
12.498,46.109,-35
12.499,45.702,-2
12.499,45.949,2
12.499,45.951,-2
12.499,45.952,14
12.499,45.954,4
12.5,45.908,8
12.5,45.933,-1
12.5,45.951,1
12.5,45.953,-2
12.5,45.954,2
12.5,45.959,1
12.5,45.981,-104
12.501,41.904,0
12.501,41.919,-1
12.501,45.953,-21
12.501,45.954,3
12.502,41.917,3
12.502,45.802,0
12.502,45.954,0
12.502,45.958,7
12.502,45.978,-2
12.502,46.03,-2
12.502,46.031,-103
12.503,45.932,0
12.503,45.951,75
12.503,45.954,-96
12.503,45.955,-1
12.503,45.956,-104
12.503,45.957,4
12.504,41.909,-20
12.504,45.878,1
12.504,45.935,0
12.504,45.948,1
12.504,45.953,-1
12.504,45.954,9
12.504,45.958,3
12.504,45.959,-2
12.504,45.976,0
12.505,45.948,-104
12.505,45.951,0
12.505,45.953,0
12.505,45.956,9
12.505,45.958,-1
12.505,45.959,6
12.506,41.919,-2
12.506,45.948,2
12.506,45.951,4
12.506,45.96,2
12.507,45.949,-17
12.507,45.955,3
12.507,45.96,-2
12.507,46.268,-2
12.508,41.904,-11
12.508,45.852,6
12.508,45.951,8
12.508,45.959,3
12.508,45.96,-2
12.509,45.947,12
12.509,45.95,1
12.509,45.954,31
12.51,45.88,-1
12.51,45.945,2
12.51,45.964,4
12.51,46.024,-72
12.511,45.945,2
12.511,46.024,-104
12.512,41.841,-15
12.512,46.067,5
12.513,45.949,-1
12.513,45.958,8
12.513,45.96,4
12.513,45.961,37
12.513,46.018,2
12.514,45.942,1
12.514,45.961,2
12.514,45.965,-1
12.514,46.108,0
12.514,46.268,-104
12.515,45.65,-1
12.516,45.915,4
12.516,45.916,9
12.516,45.941,2
12.516,45.946,3
12.516,45.95,2
12.516,46.106,0
12.516,46.266,1
12.517,45.896,24
12.517,45.94,1
12.517,45.941,2
12.517,45.961,1
12.517,46.107,0
12.517,46.108,-1
12.517,46.268,-17
12.518,45.897,8
12.518,45.968,0
12.518,46.029,-1
12.519,41.882,0
12.519,45.937,-1
12.519,45.972,-4
12.519,45.974,-1
12.52,41.876,0
12.52,41.947,0
12.52,45.916,-1
12.52,45.961,1
12.52,45.963,1
12.52,45.975,0
12.52,46.108,4
12.521,45.897,3
12.521,45.923,-4
12.521,45.951,8
12.521,45.973,0
12.521,45.974,1
12.521,45.977,2
12.522,45.898,0
12.522,45.963,4
12.522,45.972,48
12.522,45.975,4
12.523,41.908,-1
12.523,45.977,4
12.524,41.928,-2
12.524,45.934,-1
12.524,45.963,4
12.525,41.93,1
12.525,45.905,7
12.525,45.916,2
12.525,45.974,3
12.525,45.978,4
12.526,45.902,41
12.526,45.903,1
12.526,45.977,-22
12.527,45.904,32
12.527,45.928,2
12.528,45.976,3
12.528,45.978,0
12.528,45.981,1
12.529,41.868,0
12.529,45.813,-4
12.529,45.902,4
12.529,45.963,0
12.529,45.979,1
12.529,45.98,-1
12.529,45.981,2
12.53,45.66,-2
12.53,45.979,-1
12.53,46.044,2
12.531,45.901,-1
12.531,45.932,1
12.531,45.963,0
12.532,41.944,0
12.532,45.91,3
12.532,45.966,-3
12.532,46.043,-118
12.532,46.044,1
12.533,41.871,-1
12.533,41.911,-8
12.533,46.043,1
12.534,45.911,-2
12.535,45.9,-16
12.535,45.901,-104
12.535,45.936,-1
12.535,46.045,2
12.535,46.048,-1
12.536,45.897,0
12.536,45.902,-1
12.536,45.903,1
12.536,45.953,-14
12.536,45.966,-2
12.536,45.984,-1
12.536,45.997,2
12.536,46.045,26
12.536,46.271,0
12.537,45.899,1
12.537,45.967,1
12.537,46.045,2
12.538,41.91,0
12.538,45.858,9
12.538,45.899,0
12.538,45.968,2
12.538,46.0,2
12.539,45.9,1
12.539,45.908,2
12.54,45.986,1
12.541,45.908,1
12.541,45.969,0
12.542,45.618,-1
12.542,45.897,1
12.542,45.909,0
12.542,45.934,-6
12.542,45.988,-1
12.543,45.897,1
12.543,45.898,0
12.543,45.968,1
12.543,46.082,-1
12.544,45.867,-1
12.544,45.87,-2
12.545,41.919,-2
12.545,45.87,16
12.545,45.911,-1
12.546,45.868,-1
12.546,45.87,11
12.546,45.912,-1
12.546,45.988,0
12.547,45.909,7
12.547,45.936,-2
12.547,46.039,-1
12.548,45.912,-1
12.548,45.913,-1
12.548,45.935,11
12.548,45.99,-17
12.549,45.91,-1
12.549,45.913,6
12.549,45.935,-1
12.549,45.936,-1
12.549,45.989,-104
12.549,46.039,0
12.55,45.91,1
12.55,45.913,32
12.55,45.915,-1
12.55,45.935,2
12.55,45.936,1
12.55,45.937,2
12.55,45.987,1
12.55,45.994,-1
12.55,46.039,1
12.551,45.896,-40
12.551,45.909,5
12.551,45.91,5
12.551,45.913,2
12.551,45.914,-1
12.551,45.937,6
12.551,45.939,-8
12.551,45.969,4
12.551,45.971,1
12.551,45.994,-2
12.551,46.038,-1
12.552,45.909,0
12.552,45.915,32
12.552,45.937,0
12.552,45.938,-26
12.552,45.939,18
12.552,45.969,4
12.552,46.041,2
12.553,45.898,2
12.553,45.909,3
12.553,45.91,0
12.553,45.912,2
12.553,45.913,5
12.553,45.914,1
12.553,46.041,0
12.554,45.86,0
12.554,45.908,3
12.554,45.91,0
12.554,45.911,-1
12.554,45.912,-2
12.554,45.913,11
12.554,45.966,4
12.554,45.967,1
12.555,45.858,0
12.555,45.896,3
12.555,45.898,1
12.555,45.908,0
12.555,45.909,10
12.555,45.912,4
12.555,45.942,19
12.555,45.97,0
12.555,45.971,1
12.555,46.19,13
12.556,45.889,4
12.556,45.895,-104
12.556,45.91,2
12.556,45.912,4
12.556,45.965,3
12.556,45.971,2
12.556,46.041,4
12.557,45.685,5
12.557,45.907,5
12.557,45.982,10
12.557,45.998,58
12.558,45.982,1
12.558,46.191,3
12.559,45.866,23
12.559,45.966,0
12.559,45.973,3
12.559,46.191,2
12.56,45.911,1
12.56,45.972,-1
12.56,46.191,-104
12.561,41.931,4
12.561,45.847,10
12.561,45.886,1
12.561,45.973,1
12.561,45.976,0
12.562,45.846,-2
12.562,45.941,19
12.562,45.982,1
12.563,46.191,2
12.564,45.624,1
12.564,45.643,-1
12.564,46.009,7
12.564,46.063,-2
12.565,45.878,0
12.565,45.979,1
12.566,45.63,1
12.566,45.843,1
12.566,45.844,1
12.566,45.848,14
12.566,45.874,-4
12.567,45.844,-104
12.567,45.847,14
12.567,45.849,2
12.567,45.874,3
12.567,45.875,0
12.567,45.972,-1
12.567,45.974,-72
12.568,45.849,2
12.568,45.866,-7
12.568,45.867,0
12.568,45.868,23
12.568,45.888,-1
12.568,45.972,-2
12.568,45.973,14
12.568,45.975,23
12.569,45.881,-2
12.569,45.884,-3
12.569,45.973,0
12.569,45.975,-40
12.569,45.983,-4
12.57,45.924,-1
12.57,45.973,1
12.571,45.881,-3
12.571,45.889,6
12.571,45.971,-104
12.572,41.911,1
12.572,45.862,4
12.572,45.89,-1
12.572,45.891,5
12.573,45.864,1
12.573,45.866,1
12.573,45.887,-2
12.573,45.891,3
12.573,45.96,14
12.573,45.972,-2
12.573,45.974,48
12.573,45.979,1
12.574,45.887,0
12.574,45.922,-1
12.574,45.923,-104
12.574,45.969,9
12.574,46.425,-104
12.575,45.885,1
12.575,45.886,-2
12.575,45.889,9
12.575,45.921,1
12.575,45.924,-1
12.575,45.971,-1
12.575,45.973,-2
12.576,45.884,17
12.576,45.885,4
12.576,45.891,0
12.577,45.63,0
12.577,45.883,-1
12.577,45.884,1
12.577,45.886,8
12.577,45.89,-8
12.577,46.19,2
12.577,46.424,0
12.578,45.885,0
12.578,45.888,1
12.578,45.89,-1
12.578,45.975,1
12.578,46.004,0
12.578,46.421,-12
12.579,41.833,2
12.579,45.885,2
12.579,45.886,-1
12.579,45.888,7
12.579,45.889,1
12.579,45.954,0
12.579,45.971,1
12.579,45.976,1
12.579,46.423,-40
12.579,46.424,-10
12.58,45.884,0
12.58,45.885,3
12.58,45.886,1
12.58,45.887,5
12.58,45.955,3
12.58,45.971,1
12.58,46.425,0
12.581,45.885,5
12.581,45.894,6
12.581,45.954,15
12.581,45.955,7
12.581,45.956,5
12.581,45.988,2
12.581,45.992,3
12.581,46.068,8
12.581,46.074,0
12.582,45.954,3
12.582,45.955,2
12.582,45.956,4
